tp,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
13,135.0,88.0,97.0,71.0,96.0,80.0,22.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,139.0,117.0,98.0,86.0,70.0,57.0,68.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,96.0,72.3,117.6,61.9,88.2,26.5,58.8,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,146.0,128.4,111.8,96.2,93.6,69.0,62.4,46.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,109.0,94.6,82.2,66.8,80.4,45.0,53.6,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,118.0,86.0,65.0,46.0,49.0,46.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,140.0,125.6,108.2,85.8,98.4,53.0,41.6,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,112.0,101.8,77.6,55.4,91.2,48.0,29.8,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,146.0,125.9,117.8,99.7,83.6,58.5,68.4,51.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,118.0,102.8,93.6,78.4,85.2,71.0,56.8,42.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,123.0,97.1,79.2,104.3,89.4,24.5,59.6,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,123.0,112.3,109.6,79.9,69.2,68.5,54.8,41.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,128.0,114.6,102.2,100.8,74.4,55.0,57.6,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,94.0,78.2,75.4,54.6,76.8,64.0,51.2,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,118.0,72.6,80.2,107.8,92.4,24.0,61.6,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,121.0,68.9,96.8,84.7,72.6,60.5,2.4,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,143.0,113.7,130.4,88.1,71.8,81.5,65.2,48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,122.0,141.3,83.6,67.9,46.2,78.5,62.8,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,129.0,110.7,130.4,114.1,97.8,44.5,65.2,48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,114.0,88.6,73.2,59.8,86.4,40.0,57.6,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,125.0,135.0,96.0,86.0,57.0,50.0,60.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,80.0,69.9,51.8,91.7,15.6,29.5,52.4,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,113.0,111.9,82.8,64.7,90.6,75.5,60.4,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,98.0,91.6,107.2,54.8,80.4,67.0,19.6,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,82.0,61.5,52.0,39.5,81.0,67.5,3.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,76.0,66.9,112.8,47.7,84.6,70.5,56.4,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,86.0,89.8,64.6,99.4,85.2,26.0,56.8,42.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,75.0,121.5,108.0,94.5,28.0,67.5,3.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,112.0,97.8,129.6,113.4,97.2,81.0,64.8,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,112.0,88.4,76.8,95.2,81.6,68.0,54.4,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,124.0,122.0,103.0,119.0,102.0,85.0,68.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
44,112.0,108.2,87.4,103.6,88.8,74.0,59.2,44.4,0.0,0.0,0.0,0.0,0.0,0.0
45,100.0,92.4,116.8,63.2,43.6,73.0,58.4,43.8,0.0,0.0,0.0,0.0,0.0,0.0
46,86.0,80.1,60.2,31.3,22.4,64.5,51.6,38.7,0.0,0.0,0.0,0.0,0.0,0.0
47,115.0,108.8,121.6,76.4,91.2,45.0,60.8,45.6,0.0,0.0,0.0,0.0,0.0,0.0
48,121.0,135.0,101.0,105.0,90.0,75.0,60.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
49,145.0,145.8,106.6,88.4,97.2,81.0,64.8,27.6,0.0,0.0,0.0,0.0,0.0,0.0
50,107.0,102.1,119.2,74.3,40.4,40.5,15.6,14.7,0.0,0.0,0.0,0.0,0.0,0.0
51,96.0,79.1,62.2,63.3,42.4,31.5,51.6,38.7,0.0,0.0,0.0,0.0,0.0,0.0
52,116.0,97.0,112.0,98.0,53.0,70.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
53,105.0,85.8,77.6,66.4,49.2,71.0,56.8,10.6,0.0,0.0,0.0,0.0,0.0,0.0
54,123.0,107.0,91.0,75.0,61.0,75.0,60.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
55,133.0,122.3,133.6,116.9,100.2,83.5,37.8,50.1,0.0,0.0,0.0,0.0,0.0,0.0
56,121.0,85.8,121.6,106.4,91.2,76.0,60.8,45.6,0.0,0.0,0.0,0.0,0.0,0.0
57,145.0,100.5,116.0,63.5,87.0,41.5,58.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0
58,102.0,118.8,80.6,92.4,59.2,40.0,52.8,39.6,0.0,0.0,0.0,0.0,0.0
59,132.0,119.6,93.2,80.8,92.4,48.0,61.6,13.2,0.0,0.0,0.0,0.0,0.0
60,88.0,105.0,93.0,69.0,90.0,40.0,60.0,45.0,0.0,0.0,0.0,0.0,0.0
61,81.0,75.7,114.4,100.1,45.8,71.5,57.2,42.9,0.0,0.0,0.0,0.0,0.0
62,92.0,104.6,123.2,77.8,92.4,47.0,61.6,46.2,0.0,0.0,0.0,0.0,0.0
63,115.0,129.6,115.2,100.8,61.4,72.0,57.6,43.2,0.0,0.0,0.0,0.0,0.0
64,94.0,80.6,72.2,114.8,98.4,82.0,65.6,49.2,0.0,0.0,0.0,0.0,0.0
65,84.0,54.2,59.4,21.6,24.8,69.0,55.2,41.4,0.0,0.0,0.0,0.0,0.0
66,119.0,128.7,82.4,100.1,85.8,71.5,31.2,42.9,0.0,0.0,0.0,0.0,0.0
67,99.0,66.8,113.6,99.4,85.2,71.0,56.8,42.6,0.0,0.0,0.0,0.0,0.0
68,133.0,107.7,93.4,114.1,55.8,81.5,65.2,48.9,0.0,0.0,0.0,0.0
69,92.0,89.3,117.6,102.9,88.2,73.5,58.8,44.1,0.0,0.0,0.0,0.0
70,73.0,130.5,49.0,101.5,87.0,16.5,58.0,43.5,0.0,0.0,0.0,0.0
71,106.0,70.2,83.4,103.6,88.8,74.0,59.2,44.4,0.0,0.0,0.0,0.0
72,110.0,144.0,128.0,112.0,96.0,80.0,64.0,48.0,0.0,0.0,0.0,0.0
73,99.0,122.4,108.8,95.2,81.6,68.0,54.4,40.8,0.0,0.0,0.0,0.0
74,129.0,122.7,130.4,49.1,61.8,81.5,65.2,48.9,0.0,0.0,0.0,0.0
75,88.0,104.4,124.8,63.2,93.6,78.0,16.4,15.8,0.0,0.0,0.0,0.0
76,112.0,107.0,120.0,74.0,60.0,75.0,60.0,45.0,0.0,0.0,0.0,0.0
77,114.0,112.9,120.8,105.7,90.6,75.5,60.4,18.3,0.0,0.0,0.0,0.0
78,92.0,89.9,82.8,98.7,84.6,70.5,9.4,42.3,0.0,0.0,0.0,0.0
79,88.0,100.7,114.4,100.1,40.8,71.5,57.2,42.9,0.0,0.0,0.0
80,122.0,132.3,117.6,80.9,88.2,73.5,35.8,44.1,0.0,0.0,0.0
81,96.0,134.1,119.2,68.3,89.4,42.5,23.6,44.7,0.0,0.0,0.0
82,131.0,108.0,94.0,105.0,90.0,75.0,60.0,45.0,0.0,0.0,0.0
83,121.0,102.8,88.6,99.4,54.2,71.0,56.8,22.6,0.0,0.0,0.0
84,102.0,120.9,112.8,126.7,108.6,55.5,72.4,54.3,0.0,0.0,0.0
85,106.0,122.4,78.8,65.2,54.6,68.0,54.4,40.8,0.0,0.0,0.0
86,110.0,92.7,68.4,93.1,79.8,66.5,53.2,39.9,0.0,0.0,0.0
87,93.0,80.3,82.6,88.9,42.2,43.5,24.8,38.1,0.0,0.0,0.0
88,109.0,130.5,84.0,52.5,87.0,72.5,11.0,43.5,0.0,0.0,0.0
89,134.0,115.3,117.6,102.9,88.2,56.5,44.8,44.1,0.0,0.0,0.0
90,92.0,120.6,107.2,93.8,80.4,67.0,53.6,40.2,0.0,0.0
91,104.0,131.4,116.8,102.2,87.6,73.0,58.4,43.8,0.0,0.0
92,89.0,133.2,118.4,103.6,35.8,74.0,59.2,44.4,0.0,0.0
93,87.0,76.4,116.8,102.2,87.6,35.0,17.4,43.8,0.0,0.0
94,141.0,140.4,124.8,91.2,78.6,78.0,62.4,30.8,0.0,0.0
95,148.0,120.1,113.2,118.3,101.4,84.5,67.6,17.7,0.0,0.0
96,117.0,138.6,84.2,73.8,92.4,38.0,61.6,3.2,0.0,0.0
97,121.0,110.1,86.2,111.3,60.4,79.5,63.6,20.7,0.0,0.0
98,101.0,127.8,61.6,99.4,85.2,71.0,56.8,42.6,0.0
99,114.0,124.2,76.4,96.6,82.8,69.0,26.2,11.4,0.0
100,105.0,136.8,121.6,106.4,27.2,76.0,60.8,3.6,0.0
101,164.0,97.6,67.2,114.8,98.4,82.0,65.6,1.2,0.0
102,85.0,117.0,63.0,38.0,78.0,65.0,7.0,39.0,0.0
103,121.0,125.7,103.4,85.1,68.8,56.5,65.2,26.9,0.0
104,156.0,106.4,124.8,76.2,93.6,78.0,62.4,46.8,0.0
105,134.0,144.9,128.8,112.7,60.6,51.5,64.4,18.3,0.0
106,77.0,139.5,77.0,67.5,43.0,77.5,62.0,46.5,0.0
107,67.0,99.7,130.4,77.1,97.8,81.5,23.2,48.9
108,134.0,114.3,52.6,82.9,54.2,83.5,32.8,50.1
109,89.0,123.3,109.6,47.9,82.2,68.5,54.8,41.1
110,93.0,122.4,108.8,95.2,81.6,68.0,54.4,40.8
111,110.0,125.1,111.2,67.3,46.4,69.5,55.6,13.7
112,132.0,109.6,83.2,107.8,56.4,77.0,61.6,46.2
113,106.0,171.9,152.8,90.7,74.6,95.5,76.4,57.3
114,150.0,132.6,131.2,114.8,98.4,82.0,65.6
115,83.0,142.2,126.4,110.6,56.8,79.0,63.2
116,108.0,108.8,113.6,99.4,70.2,71.0,38.8
117,134.0,120.6,107.2,93.8,80.4,67.0,53.6
118,89.0,101.6,123.2,107.8,92.4,77.0
119,109.0,153.9,82.8,119.7,30.6,85.5
120,55.0,124.2,60.4,63.6,82.8,69.0
121,103.0,131.4,71.8,102.2,87.6,73.0
122,114.0,114.3,133.6,116.9,67.2,83.5
123,53.0,110.7,33.4,86.1,30.8,61.5
124,104.0,91.0,112.0,59.0,84.0,70.0
125,136.0,83.4,108.8,95.2,81.6,68.0
126,123.0,149.4,92.8,116.2,65.6,83.0
127,117.0,131.4,116.8,70.2,87.6
128,139.0,122.4,102.8,109.2,93.6
129,117.0,129.6,115.2,100.8,86.4
130,124.0,103.4,92.8,76.2,93.6
131,64.0,138.6,123.2,107.8,92.4
132,159.0,124.1,102.2,111.3,95.4
133,114.0,102.2,80.4,96.6,82.8
134,114.0,126.0,87.0,67.0,55.0
135,122.0,137.7,103.4,88.1
136,136.0,151.2,98.4,117.6
137,152.0,104.8,121.6,70.4
138,129.0,115.9,95.8,105.7
139,96.0,86.5,116.0,58.5
140,133.0,144.0,93.0,112.0
141,137.0,111.4,140.8,123.2
142,111.0,110.2,82.4,65.6
143,106.0,85.2,67.4,52.6
144,83.0,76.5,108.0,94.5
145,75.0,69.7,58.4
146,121.0,130.5,116.0
147,117.0,127.8,106.6
148,91.0,125.1,111.2
149,127.0,144.0,128.0
150,85.0,74.3,109.6
151,128.0,104.9,120.8
152,126.0,98.7,122.4
153,112.0,91.5,124.0
154,114.0,133.2,118.4
155,135.0,121.5,108.0
156,97.0,114.4,98.8
157,63.0,63.0,52.0
158,95.0,80.2
159,67.0,72.4
160,118.0,112.4
161,127.0,106.9
162,77.0,128.7
163,128.0
164,127.0
165,105.0
166,105.0
167,99.0
168,95.0
169,61.0
170,139.0
171,110.0
172,132.0
173,114.0
